;index;game_id_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;year_published_base;category_base;average_rating_base;users_rated_base;average_learning_complexity_api;average_strategy_complexity_api;min_age_category_base;year_published_category_base;users_rated_log_base;economic_d;negotiation_d;cardgame_d;fantasy_d;abstractstrategy_d;medieval_d;ancient_d;exploration_d;bluffing_d;sciencefiction_d;dice_d;fighting_d;adventure_d;wargame_d;humor_d;partygame_d;animals_d;childrensgame_d;deduction_d;movies/tv/radiotheme_d;price_api;price_ca_api;price_uk_api;price_au_api;discount_api;listing_clicks_api
1000;1095;3063;64;45;10;2;45;1991;Sports;6.24708;120;0.0;0.0;8-12;1991-2000;4.787491742782046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1001;1096;3064;6;60;12;2;60;1988;Card Game,Sports;5.92697;89;0.0;0.0;8-12;1981-1990;4.48863636973214;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.99;0.0;0.0;0.0;0.0;0
1002;1097;3072;4;30;12;2;30;1995;Fighting,Miniatures,Science Fiction,Wargame;7.25691;1560;0.0;0.0;8-12;1991-2000;7.352441100243583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1003;1098;3075;8;45;12;3;45;2002;Card Game;5.96207;58;0.0;0.0;8-12;2001-2010;4.060443010546419;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.95;0.0;0.0;0.0;0
1004;1099;3076;5;150;12;2;90;2002;City Building,Economic,Farming;8.091569999999999;47789;3.0;4.0;8-12;2001-2010;10.774550766473594;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.99;49.99;0.0;60.45;0.33;14
1005;1100;3078;3;20;10;2;20;2001;Abstract Strategy;6.8247;83;0.0;0.0;8-12;2001-2010;4.418840607796598;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1006;1102;3080;2;60;6;2;60;1958;Word Game;5.24225;71;0.0;0.0;0-7;1951-1960;4.2626798770413155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1007;1103;3085;4;40;8;3;40;1990;Card Game,Political;6.59749;1882;0.0;0.0;8-12;1981-1990;7.540090320145325;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.57;0.0;0.0;0
1008;1104;3086;4;35;14;1;10;1992;Deduction,Electronic,Science Fiction,Space Exploration;6.31275;852;0.0;0.0;13-17;1991-2000;6.747586526829315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;210.0;0.0;0.0;0.0;0.0;0
1009;1105;3089;2;10;12;2;10;1982;American West,Book,Fighting;5.33231;130;0.0;0.0;8-12;1981-1990;4.867534450455582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1010;1106;3091;5;30;10;2;30;1973;Trains,Travel;5.49925;107;0.0;0.0;8-12;1971-1980;4.672828834461906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.99;0.0;0.0;0
1011;1107;3093;4;20;6;2;20;1999;Children's Game;6.53664;307;0.0;0.0;0-7;1991-2000;5.726847747587197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;89.73;0.0;0.0;0.0;-1.99;0
1012;1108;3095;2;180;10;1;180;1985;Adventure,Movies / TV / Radio theme,Science Fiction;6.86417;265;0.0;0.0;8-12;1981-1990;5.579729825986222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0
1013;1109;3114;6;180;12;2;180;1977;Economic,Political;5.43389;337;0.0;0.0;8-12;1971-1980;5.820082930352362;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1014;1110;3122;2;45;10;2;45;1996;Card Game,Collectible Components,Movies / TV / Radio theme;3.2903800000000003;78;0.0;0.0;8-12;1991-2000;4.356708826689592;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.99;0.0;0.0;0.0;-0.16;0
1015;1112;3125;6;45;12;2;45;1998;Adventure,Card Game,Collectible Components,Nautical,Pirates;6.6723300000000005;485;0.0;0.0;8-12;1991-2000;6.184148890937483;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1016;1113;3128;5;90;10;2;90;2002;Economic,Nautical;6.632569999999999;886;0.0;0.0;8-12;2001-2010;6.786716950605081;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1017;1114;3139;5;60;10;2;60;2002;Exploration;6.699330000000001;1182;0.0;0.0;8-12;2001-2010;7.074963197966044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1018;1115;3149;4;30;8;2;30;1985;Adventure,Prehistoric;6.08441;295;0.0;0.0;8-12;1981-1990;5.68697535633982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1019;1116;3159;4;45;10;2;30;2002;Card Game,City Building;5.758769999999999;114;0.0;0.0;8-12;2001-2010;4.736198448394496;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1020;1117;3170;2;120;12;2;120;1993;Science Fiction,Wargame;6.512630000000001;190;0.0;0.0;8-12;1991-2000;5.247024072160486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1021;1119;3183;2;60;12;2;60;2002;Dice,Racing,Transportation;6.12821;218;0.0;0.0;8-12;2001-2010;5.384495062789089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1022;1120;3190;4;15;6;2;15;1995;Abstract Strategy;6.09373;551;0.0;0.0;0-7;1991-2000;6.311734809152915;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.99;19.95;0.0;21.99;0.29;0
1023;1121;3201;2;30;12;2;30;2002;Adventure,Bluffing,Deduction,Fantasy,Movies / TV / Radio theme,Novel-based;7.2180100000000005;5878;0.0;0.0;8-12;2001-2010;8.678971846978863;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;251.67;0.0;0.0;0.0;0.0;0
1024;1123;3202;1;180;12;1;180;1986;Aviation / Flight,Wargame,World War II;7.307930000000001;532;0.0;0.0;8-12;1981-1990;6.2766434893416445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1025;1124;3208;4;45;9;2;45;2002;Dice,Fantasy,Medieval;6.34384;835;0.0;0.0;8-12;2001-2010;6.727431724850855;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1026;1125;3226;4;60;12;1;60;1973;Dice,Sports;6.9046199999999995;173;0.0;0.0;8-12;1971-1980;5.153291594497779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1027;1126;3228;4;60;10;2;60;2002;Abstract Strategy;6.88242;2040;0.0;0.0;8-12;2001-2010;7.620705086838262;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1028;1127;3230;4;90;10;3;90;2002;Ancient,Civilization,Nautical,Negotiation;6.52337;828;0.0;0.0;8-12;2001-2010;6.71901315438526;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1029;1128;3231;5;90;12;3;90;2002;Card Game,Negotiation;6.02686;296;0.0;0.0;8-12;2001-2010;5.69035945432406;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1030;880;3236;6;120;10;2;60;2002;Animals,Prehistoric;6.689839999999999;1306;0.0;0.0;8-12;2001-2010;7.174724309836376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1031;1129;3242;5;45;10;2;45;2002;Ancient,Fighting;5.891719999999999;873;0.0;0.0;8-12;2001-2010;6.771935555839602;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.95;0.0;0.0;0.0;0.0;0
1032;1130;3243;4;30;7;2;30;2002;Animals,Bluffing,Farming,Puzzle;6.1108400000000005;2235;0.0;0.0;0-7;2001-2010;7.711996507047669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1033;1131;3248;6;30;10;1;30;1980;Adventure,Exploration,Fantasy,Fighting,Maze,Wargame;6.29727;183;0.0;0.0;8-12;1971-1980;5.209486152841421;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1034;1132;3251;5;120;12;2;120;1980;Fantasy,Negotiation,Wargame;5.8693800000000005;160;0.0;0.0;8-12;1971-1980;5.075173815233827;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1035;1133;3265;4;120;10;2;120;1998;Card Game,Wargame,World War II;6.067740000000001;93;0.0;0.0;8-12;1991-2000;4.532599493153256;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;-0.01;0
1036;1135;3269;5;45;8;3;45;2002;Card Game,Deduction,Murder/Mystery;5.82664;517;0.0;0.0;8-12;2001-2010;6.248042874508429;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1037;1136;3279;4;60;10;2;60;2000;Card Game,Collectible Components,Fantasy;7.001639999999999;236;0.0;0.0;8-12;1991-2000;5.4638318050256105;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1038;1137;3284;6;30;10;2;30;2002;Fighting,Miniatures,Movies / TV / Radio theme,Science Fiction;6.9747;2678;0.0;0.0;8-12;2001-2010;7.8928255262511176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;339.95;0.0;0.0;0.0;-0.94;0
1039;1138;3285;5;45;8;2;45;2002;Dice,Fighting,Movies / TV / Radio theme,Science Fiction,Wargame;4.6174599999999995;260;0.0;0.0;8-12;2001-2010;5.560681631015528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;87.04;0.0;0.0;0.0;0
1040;1139;3307;5;150;12;3;150;2002;Economic,Renaissance,Territory Building;7.52732;3281;0.0;0.0;8-12;2001-2010;8.0959035329611;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1041;1140;3317;6;30;10;2;30;2001;Card Game;6.30968;62;0.0;0.0;8-12;2001-2010;4.127134385045092;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1042;1141;3320;4;60;9;2;60;2002;Movies / TV / Radio theme,Science Fiction;5.28364;370;0.0;0.0;8-12;2001-2010;5.91350300563827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;314.59;0.0;0.0;0.0;0.0;0
1043;1142;3340;8;45;12;2;45;2000;Fighting,Science Fiction,Wargame,World War II;7.3439;82;0.0;0.0;8-12;1991-2000;4.406719247264253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1044;1143;3341;4;45;13;2;45;2002;Card Game,Economic;6.0395900000000005;562;0.0;0.0;13-17;2001-2010;6.331501849893691;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1045;1144;3348;5;60;12;2;60;2001;Trains;6.822430000000001;804;0.0;0.0;8-12;2001-2010;6.6895992691789665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1046;1145;3377;7;30;8;2;30;1988;Deduction,Party Game,Trivia;5.64918;503;0.0;0.0;8-12;1981-1990;6.220590170099739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1047;1146;3378;4;60;9;3;60;1974;;5.45491;275;0.0;0.0;8-12;1971-1980;5.616771097666572;;;;;;;;;;;;;;;;;;;;;135.0;0.0;0.0;0.0;0.0;0
1048;1147;3385;2;30;8;2;30;2002;Abstract Strategy,Bluffing,Deduction,Fantasy,Fighting,Memory,Movies / TV / Radio theme,Science Fiction;5.9834;341;0.0;0.0;8-12;2001-2010;5.831882477283517;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0
1049;1148;3394;6;120;8;2;120;2001;Children's Game,Economic,Movies / TV / Radio theme,Negotiation;5.1494;516;0.0;0.0;8-12;2001-2010;6.246106765481563;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;34.95;44.99;0.0;0.0;0.13;0
1050;1149;3404;4;20;8;2;20;1988;Abstract Strategy;5.8192;376;0.0;0.0;8-12;1981-1990;5.929589143389895;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1051;1150;3406;2;20;10;2;20;1969;Abstract Strategy;7.18416;329;0.0;0.0;8-12;1961-1970;5.796057750765372;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1052;1151;3409;5;240;12;2;240;2002;Napoleonic,Wargame;7.019880000000001;705;0.0;0.0;8-12;2001-2010;6.558197802812269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.95;0.0;0.0;0.0;0
1053;1152;3414;2;240;12;2;240;1995;Modern Warfare,Wargame;6.8890199999999995;287;0.0;0.0;8-12;1991-2000;5.659482215759621;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1054;1154;3419;6;60;10;2;60;1992;Movies / TV / Radio theme,Science Fiction,Trivia;4.375;140;0.0;0.0;8-12;1991-2000;4.941642422609304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0
1055;1156;3421;2;30;8;2;20;2002;Dice,Sports;6.5814699999999995;1517;0.0;0.0;8-12;2001-2010;7.324489979348532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1056;1157;3439;2;60;10;2;60;2002;Collectible Components,Comic Book / Strip,Dice,Fighting,Miniatures;6.4878;2071;0.0;0.0;8-12;2001-2010;7.635786861395585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1057;1158;3452;5;45;10;2;45;2002;Adventure,Exploration,Fantasy;6.3741699999999994;1228;0.0;0.0;8-12;2001-2010;7.113142108707088;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1058;390;3463;2;30;10;2;30;1978;Adventure,Fantasy,Fighting,Wargame;6.9222600000000005;355;0.0;0.0;8-12;1971-1980;5.872117789475416;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;10.45;0.0;0.0;0.0;6
1059;1159;3466;2;30;12;2;30;1977;Science Fiction,Wargame;6.2346;237;0.0;0.0;8-12;1971-1980;5.4680601411351315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1060;1160;3482;8;60;8;2;60;1988;Fantasy,Humor;4.39927;96;0.0;0.0;8-12;1981-1990;4.564348191467836;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1061;1161;3485;4;60;10;4;60;1995;Medieval,Territory Building;5.8769800000000005;116;0.0;0.0;8-12;1991-2000;4.7535901911063645;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1062;1162;3507;6;15;5;2;15;2001;Animals,Card Game,Children's Game,Memory;6.04315;241;0.0;0.0;0-7;2001-2010;5.484796933490655;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;24.21;0.0;0.0;0.0;0.0;0
1063;1163;3510;8;45;12;2;45;1997;Party Game,Trivia;3.4607699999999997;915;0.0;0.0;8-12;1991-2000;6.818924065275521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1064;1164;3518;7;360;10;2;360;2001;Napoleonic,Political,Wargame;6.65273;601;0.0;0.0;8-12;2001-2010;6.398594934535208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1065;1166;3522;12;20;5;3;20;1983;Dice;3.08858;1243;0.0;0.0;0-7;1981-1990;7.1252830915107115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.89;6.95;0.0;11.99;0.3;0
1066;1167;3529;4;30;9;2;30;2002;Horror;5.18561;408;0.0;0.0;8-12;2001-2010;6.0112671744041615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.55;0.0;0.0;0.0;0.0;0
1067;1168;3535;5;90;10;1;90;1983;Horror;5.91667;54;0.0;0.0;8-12;1981-1990;3.9889840465642745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1068;1169;3540;2;10;10;2;10;1995;Abstract Strategy;6.0129;62;0.0;0.0;8-12;1991-2000;4.127134385045092;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1069;1170;3548;2;90;12;2;90;1988;Movies / TV / Radio theme,Science Fiction,Wargame;6.99242;433;0.0;0.0;8-12;1981-1990;6.07073772800249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0
1070;1171;3562;5;30;10;2;15;2001;Card Game,Renaissance;5.90639;415;0.0;0.0;8-12;2001-2010;6.028278520230698;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.99;0.0;0.0;0.0;0.0;0
1071;1172;3563;2;90;12;2;90;2001;Fantasy,Miniatures,Movies / TV / Radio theme,Novel-based,Wargame;6.48442;339;0.0;0.0;8-12;2001-2010;5.82600010738045;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;99.95;0.0;0.0;0.0;0.0;0
1072;1175;3565;6;60;10;2;60;1999;Exploration,Fantasy,Fighting,Horror,Miniatures;7.226710000000001;1370;0.0;0.0;8-12;1991-2000;7.222566018822171;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1073;1176;3567;4;45;8;2;45;2002;Economic;6.0837900000000005;372;0.0;0.0;8-12;2001-2010;5.918893854273146;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.0;0.0;0.0;0.0;0.0;0
1074;1177;3568;2;90;10;2;90;1985;Deduction,Party Game,Trivia;6.3672699999999995;110;0.0;0.0;8-12;1981-1990;4.700480365792417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1075;1178;3570;4;20;4;2;20;1997;Animals,Children's Game,Memory;6.62478;2165;0.0;0.0;0-7;1991-2000;7.68017564043659;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;57.95;0.0;0.0;0.0;0
1076;1179;3584;2;360;12;2;360;1975;Modern Warfare,Wargame;4.94896;144;0.0;0.0;8-12;1971-1980;4.969813299576001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.95;0.0;0.0;0.0;0.0;0
1077;1181;3585;6;60;10;1;60;1975;Fantasy,Wargame;5.362509999999999;171;0.0;0.0;8-12;1971-1980;5.14166355650266;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;37.95;45.27;0.0;59.99;0.24;0
1078;1182;3590;6;60;12;2;60;1983;Political;6.4753;100;0.0;0.0;8-12;1981-1990;4.605170185988092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.95;0.0;0
