;Unnamed: 0_base;game_id_base;description_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;name_base;playing_time_base;year_published_base;artist_base;category_base;designer_base;family_base;mechanic_base;publisher_base;average_rating_base;users_rated_base;name_lower_base;Unnamed: 0_api;average_learning_complexity_api;average_strategy_complexity_api;average_user_rating_api;comment_count_api;discount_api;id_api;is_historical_low_api;listing_clicks_api;max_players_api;max_playtime_api;min_age_api;min_players_api;min_playtime_api;name_api;num_user_ratings_api;players_api;plays_api;playtime_api;price_api;price_au_api;price_ca_api;price_uk_api;visits_api;year_published_api;name_lower_api
718;7758;121995;"Blurble - The Hilarious Word Association Card Game&#10;&#10;Blurble is the new, exciting, and hilarious card game that is great for just about any crowd. With 500 different hand-drawn images, you'll have hours of entertainment every time you play, and the game will never be played the same way twice.  Play with a friend while you're waiting for the bus or invite a group over for a game night.  It's small size and varying options for length of game play make it perfect for any occasion.&#10;&#10;Object: &#10;&#10;     To say an English word with the same first letter as the depicted image on the card before your opponent. The player with the most cards at the end of the game is the winner.&#10;&#10;&#10;&#10;&#10;Playing the Game:&#10;&#10;     Choose one player to start as the &lsquo;Blurbler&rsquo; (the person who starts the action by flipping a card onto the table). The Blurbler takes a small stack of cards, without looking at the images, and adds more to the stack as necessary.&#10;     Play starts between the Blurbler and the player to his or her left.&#10;     The Blurbler flips the first card from the stack face-up onto the table. The card should be placed at an equal distance between the two players. Each time a card is flipped, a &lsquo;face-off&rsquo; occurs between the Blurbler and the opponent.&#10;     The two players involved race to say any English word, that is not a proper noun or a number, that shares the same first letter as the object on the card. For instance, if the card shows a dog, words such as &ldquo;drain&rdquo; or &ldquo;dairy&rdquo; would be acceptable, whereas &ldquo;David&rdquo; or &ldquo;Denmark&rdquo; would not. Words used must be at least three letters long.&#10;     The first player to finish saying a correct word first is the winner.&#10;     The Blurbler continues to move clockwise around the circle until beat.&#10;     Once the Blurbler is beat, the deck is passed to the player who won that round, and a new Blurbler is born.&#10;     Play always resumes with the player to the left of the new Blurbler.&#10;&#10;&#10;&#10;&#10;Scoring:&#10;&#10;     The player who says a legal word first is the winner of that face-off.&#10;     After each face-off, the winning player takes the card and puts it in front of him or her.&#10;     If there is uncertainty about who said the word first, the other players not involved will vote on who won. If the round is deemed a tie, neither player is awarded the card, and the two players will face-off again with the next card.&#10;     A word may only be said once in a given sitting.  Let&rsquo;s say the octopus card is flipped.  One player yells &ldquo;orange&rdquo; and the other yells &ldquo;oblong&rdquo;.  If &ldquo;orange&rdquo; was said before &ldquo;oblong&rdquo;, then &ldquo;orange&rdquo; cannot be used for the duration of the game, but &ldquo;oblong&rdquo; is still allowed.  If there is uncertainty whether a word has already been said, consult the rest of the table for a group vote.  A redo card can be used to resolve any disputes.&#10;     If an incorrect word is used, for instance a proper noun, a number, a two-letter word, or a word that has already been used, players may continue to shout words until someone says a correct one. There is no penalty for incorrect words.&#10;     A word may not be used if its exact spelling is contained within the depicted image. For instance, &ldquo;rain&rdquo; could not be used for &ldquo;rainbow,&rdquo; or &ldquo;rob&rdquo; for &ldquo;robot.&rdquo; Similarly, if a word is pronounced the same, but has a different spelling, it cannot be used. In the example above, &ldquo;reign&rdquo; could not be used for &ldquo;rainbow.&rdquo; A word with a similar sound is acceptable, so long as it is not spelled out in the depicted image. For instance, &ldquo;row&rdquo; could be used for &ldquo;rope&rdquo; or &ldquo;camel&rdquo; for &ldquo;camera.&rdquo;&#10;     The player with the most cards at the end of the game is the winner.&#10;&#10;&#10;&#10;&#10;Winning the Game:&#10;There are several different options of how to structure the game. In all options, the winning player of each face-off keeps that card. These options allow you to structure how long game play will last.&#10;&#10;     Decide on how long to play and set a timer. When the timer sounds, players add up their cards to determine the winner.&#10;     Play to a predetermined number. Once someone has accumulated the predetermined number of cards, he or she is the winner.&#10;     Decide on how many cards will constitute a game.  This can be done by simply grabbing a smaller stack from the deck, or counting out an exact number.  Play until all the cards are gone.  The player who collected the most cards is the winner.&#10;&#10;&#10;&#10;&#10;";12;30;6;2;30;Blurble;30;2013;Erin Koehler;Children's Game,Party Game,Word Game;Grant Bernard;Crowdfunding: Kickstarter;Pattern Recognition;Bernard Games L.L.C.;6.34909;55;blurble;37;0.0;0.0;2.625;0;-2.24;liCaJZNraK;False;0;8.0;15.0;8.0;4.0;15.0;Blurble;4;4-8;23;15;64.71;0.0;17.07;0.0;185;2013.0;blurble
719;7759;122159;"Explore the dark and horrifying mysteries of the unknown as you battle insanity and fiendish cults in Cthulhu Fluxx! Follow the wild-eyed Poet, the obsessed Artist, and the expeditions of the Professor as they investigate Eldritch Secrets no mortal was meant to discover. Someone has stolen the Necronomicon from the library at Miskatonic Univeristy, and a Farm in the hills is undergoing a horrifying Metamorphosis. Meanwhile, unspeakable abominations stir in Penguin-riddled Tombs beneath the ice. Are you Inevitably Doomed to a lifetime of Nightmares in the Sanitarium, or are you, in fact, a Secret Cultist, worshiping the Minions of Darkness?&#10;&#10;Like the other games in the Fluxx family, in Cthulhu Fluxx players will modify the rules of the game by playing cards, changing numerous aspects of game play: how many cards to draw or play, how many cards you can hold in hand or keep on the table in front of you, and of course how to win the game. Players collect Keeper cards to satisfy the victory requirements but watch out for Cthulhu and other fiendish Creepers that will prevent you from winning &ndash; even if you otherwise have the winning combination!&#10;&#10;";6;30;8;2;5;Cthulhu Fluxx;30;2012;Derek Ring;Card Game;Keith Baker;Cthulhu Mythos,Fluxx;Hand Management,Set Collection;Black Monk,Hobby Japan,Hobby World,Looney Labs,Pegasus Spiele,Raven Distribution;6.13044;1875;cthulhu fluxx;25;0.0;0.0;2.573863636363636;0;0.3;JoKLJmpEkD;False;0;6.0;30.0;13.0;2.0;12.0;Cthulhu Fluxx;44;2-6;87;12-30;11.2;23.99;14.95;11.99;179;2012.0;cthulhu fluxx
720;7763;122298;"The woods are old-growth, dappled with sunlight. Delicious mushrooms beckon from every grove and hollow. Morels may be the most sought-after in these woods, but there are many tasty and valuable varieties awaiting the savvy collector. Bring a basket if you think it's your lucky day. Forage at night and you will be all alone when you stumble upon a bonanza. If you're hungry, put a pan on the fire and bask in the aroma of chanterelles as you saut&eacute; them in butter. Feeling mercantile? Sell porcini to local aficionados for information that will help you find what you seek deep in the forest.&#10;&#10;Morels, a strategic card game for two players, uses two decks: a Day Deck (84 cards) that includes ten different types of mushrooms as well as baskets, cider, butter, pans, and moons; and a smaller Night Deck (8 cards) of mushrooms to be foraged by moonlight. Each mushroom card has two values: one for selling and one for cooking. Selling two or more like mushrooms grants foraging sticks that expand your options in the forest (that is, the running tableau of eight face-up cards on the table), enabling offensive or defensive plays that change with every game played. Cooking sets of three or more like mushrooms &ndash; sizzling in butter or cider if the set is large enough &ndash; earns points toward winning the game. With poisonous mushrooms wielding their wrath and a hand-size limit to manage, card selection is a tricky proposition at every turn.&#10;&#10;Following each turn, one card from the forest moves into a decay pile that is available for only a short time. The Day Deck then refills the forest from the back, creating the effect of a walk in the woods in which some strategic morsels are collected, some are passed by, and others lay ahead.&#10;&#10;";2;30;10;2;30;Morels;30;2012;Vince Dorse,Jarek Nocoń;Card Game,Educational;Brent Povis;Food / Cooking,Mushrooms;Card Drafting,Hand Management,Memory,Set Collection;HomoLudicus,Pegasus Spiele,REBEL.pl,Two Lanterns Games;7.085660000000002;4432;morels;2;0.0;0.0;3.3584821428571434;0;-0.08;XVYVL4fQcm;False;0;2.0;30.0;10.0;2.0;30.0;Morels;112;2;590;30;26.95;0.0;23.99;0.0;1120;2012.0;morels
721;7768;122515;"Keyflower is a game for two to six players played over four rounds. Each round represents a season: spring, summer, autumn, and finally winter. Each player starts the game with a &quot;home&quot; tile and an initial team of eight workers, each of which is colored red, yellow, or blue. Workers of matching colors are used by the players to bid for tiles to add to their villages. Matching workers may alternatively be used to generate resources, skills and additional workers, not only from the player's own tiles, but also from the tiles in the other players' villages and from the new tiles being auctioned.&#10;&#10;In spring, summer and autumn, more workers will arrive on board the Keyflower and her sister boats, with some of these workers possessing skills in the working of the key resources of iron, stone and wood. In each of these seasons, village tiles are set out at random for auction. In the winter no new workers arrive and the players select the village tiles for auction from those they received at the beginning of the game. Each winter village tile offers VPs for certain combinations of resources, skills and workers. The player whose village and workers generate the most VPs wins the game.&#10;&#10;Keyflower presents players with many different challenges and each game will be different due to the mix of village tiles that appear in that particular game. Throughout the game, players will need to be alert to the opportunities to best utilize their various resources, transport and upgrade capability, skills and workers.&#10;&#10;Keyflower, a joint design between Richard Breese and Sebastian Bleasdale, is the seventh game in the &quot;Key&quot; series from R&amp;D Games set in the medieval &quot;Key&quot; land.&#10;&#10;";6;120;12;2;90;Keyflower;120;2012;Juliet Breese,Jo Breese,Gemma Tegelaers;City Building,Economic,Nautical,Renaissance,Territory Building;Sebastian Bleasdale,Richard Breese;Colonial Theme,Crowdfunding: Kickstarter,Key-series,Keyflower,Quined Master Print Edition Series;Auction/Bidding,Memory,Modular Board,Pick-up and Deliver,Route/Network Building,Set Collection,Tile Placement,Worker Placement;R&D Games,Czacha Games,Ediciones MasQueOca,FoxMind,Game Harbor,Game Salute,Gigamic,HUCH! & friends,Quined Games;7.94075;11717;keyflower;22;0.0;0.0;3.8768924302788834;0;-0.08;lDg8hjuvRb;False;13;6.0;120.0;12.0;2.0;90.0;Keyflower;251;2-6;1119;90-120;64.61;74.99;53.95;0.0;3116;2012.0;keyflower
722;7769;122522;"The &quot;shufflebuilding&quot; game Smash Up starts with a simple premise: Take the twenty-card decks of two factions, shuffle them into a forty-card deck, then compete to smash more Bases than your opponents! Each faction brings a different game mechanism into play &ndash; pirates move cards, zombies bring cards back from the discard pile, dinosaurs have huge power &ndash; and every combination of factions brings a different play experience.&#10;&#10;During play, Base cards (each with their own difficulties and abilities) are in play. You attempt to have the most power on the Base from your minions when the Base is smashed. Sounds easy?  How easy is it when an opponent's Alien-Ninja decides to Beam Up your minions to other Bases - flat out Assassinate them? What about when the Pirate-Dinosaur player Full Sails in and releases King Rex to stomp your minions into the ground, or when the Wizard-Zombies use their Mystic Power to create an Outbreak, suddenly flooding minions onto the Base from the discard pile? Or what if you faced a Zombie-Dinosaur player instead and he created an Outbreak of massive beasts all at once?!?&#10;&#10;When a Base is smashed, each player in first, second and third place scores points. Fourth place? Sorry, bro &ndash; try harder next time.&#10;&#10;With eight different factions, Smash Up includes dozens of combinations to try. Pirate-Aliens play different than Ninja-Aliens, for instance. Which will you use to smash up your opponents?&#10;&#10;And did we mention the dinosaurs have laser beams?&#10;&#10;Integrates with:&#10;&#10;    Smash Up: Munchkin&#10;    Smash Up: Pretty Pretty Smash Up&#10;    Smash Up: The Big Geeky Box&#10;    Smash Up: Science Fiction Double Feature&#10;    Smash Up: Monster Smash&#10;    Smash Up: The Obligatory Cthulhu Set&#10;    Smash Up: Awesome Level 9000&#10;    Smash Up: It's Your Fault!&#10;    Smash Up: Cease and Desist&#10;&#10;&#10;&#10;&#10;";4;45;12;2;45;Smash Up;45;2012;Dave Allsop,Bruno Balixa,Conceptopolis,Francisco Rico Torres;Card Game,Fantasy,Humor,Pirates,Science Fiction,Zombies;Paul Peterson;Smash Up;Area Control / Area Influence,Hand Management,Take That,Variable Player Powers;Alderac Entertainment Group (AEG),Arclight,Bard Centrum Gier,Edge Entertainment,Galápagos Jogos,Hobby World,IELLO,Kaissa Chess & Games,Pegasus Spiele,uplay.it edizioni;6.891710000000002;15954;smash up;48;2.5;2.5;3.0792667731629373;0;0.31;Q3EWjC8Dm7;False;0;4.0;60.0;12.0;2.0;45.0;Smash Up;313;2-4;1131;45-60;23.99;43.95;26.17;27.99;1285;2012.0;smash up
723;7786;123096;"It's your lifelong dream &ndash; to join the Star Patrol and be part of the crew of an interstellar Starship. You've worked hard, graduated from the academy, and received your first assignment as part of a team of young recruits, confident in your training and ready to be put to the test. Nothing can possibly go wrong as you are prepared for anything...&#10;&#10;You are the Space Cadets.&#10;&#10;Space Cadets is a fun and frantic cooperative game for 3-6 players who take on the roles of Bridge Officers of a Starship. Each officer must accomplish his specific task in order for the team to successfully complete the mission. You might be the...&#10;&#10;&#10;    Helmsman, plotting the ship's course through asteroid fields and nebulae.  &#10;    Engineer, using dominoes to get enough power to each system.  &#10;    Weapons Officer, completing puzzles to load the torpedoes and flicking a disc down a track to launch them.&#10;    Shield Officer, using tiles to form poker hands to get the strongest shields.  &#10;    Sensor Officer, using your sense of touch to scan and lock on enemy targets.  &#10;    Captain, setting the plan and making sure that everyone stays focused and does their job.  &#10;&#10;&#10;If your crew can work together to accomplish the mission goals, you just might make it home in one piece.&#10;&#10;";6;120;8;3;60;Space Cadets;120;2012;Karim Chakroun;Action / Dexterity,Puzzle,Real-time,Science Fiction,Space Exploration;Brian Engelstein,Geoff Engelstein,Sydney Engelstein;Space Cadets;Co-operative Play,Dice Rolling,Grid Movement,Memory,Modular Board,Pattern Recognition,Press Your Luck;Asmodee,Stronghold Games;6.71795;2718;space cadets;21;0.0;0.0;3.119791666666667;0;0.0;kw2yjhygM6;False;0;6.0;102.0;10.0;3.0;78.0;Space Cadets;48;3-6;83;78-102;0.0;0.0;108.69;40.34;530;2012.0;space cadets
724;7788;123129;"You may be familiar with our very silly card game &quot;We Didn't Playtest This at All&quot;.  It is silly, quick, and fun.  We have an interesting idea on how to expand it: designing a version of Playtest that benefits from you writing on the cards!&#10;&#10;What's new about Legacies cards (compared to original We Didn't Playtest This at All cards) is they contain a slot for Owner and a picture.  When you win a game of Playtest: Legacies, you claim ownership of the last card you played, by writing your name in the Owner box.  FOREVER. If you own a card, you ignore it if it ever tells you that you lose.&#10;&#10;Playtest: Legacies is a full stand-alone game (60 cards plus mystery packs). It may also be combined with the original &quot;We didn't Playtest This At All&quot; and its expansions.&#10;&#10;";15;2;12;2;2;We Didn't Playtest This: Legacies;2;2012;Cupcakes;Card Game;Chris Cieslik;Crowdfunding: Kickstarter,Legacy,We Didn't Playtest This At All;Hand Management,Rock-Paper-Scissors;Asmadi Games,Bureau De Juegos;6.2329;310;we didn't playtest this: legacies;89;0.0;0.0;2.9;0;0.3;EpQXSN8DgU;False;0;15.0;10.0;12.0;2.0;1.0;We Didn't Playtest This: Legacies;5;2-15;31;1-10;10.47;0.0;12.74;11.92;167;2012.0;we didn't playtest this: legacies
725;7791;123185;"1941: THE WORLD IS AT WAR!&#10;&#10;Quick and Convenient: Axis &amp; Allies 1941 is designed to be set up and played more quickly than any previous A&amp;A game. In essence, this is a simplified A&amp;A experience that will introduce players to the A&amp;A mechanics and play style. Play time runs between 1.5 to 2 hours.&#10;&#10;Familiar Mechanics: This game utilizes the A&amp;A game mechanics present in A&amp;A 1942 2nd Edition, as designed by Larry Harris (the creator of the original game).&#10;&#10;New Units: A key feature for enfranchised players is an entirely new set of unit sculpts. There are 16 all-new designs such as the P-40 Warhawk, Tiger Tank, AVRO Lancaster, FW-190, IS-2 tank, HMS Hood, He-111, and the Akagi Aircraft Carrier. These playing pieces can be used in any other A&amp;A game, and will be desirable to players who seek to expand their A&amp;A collections.&#10;&#10;Game Overview&#10;&#10;Five major powers struggle for supremacy. Germany and Japan are aligned against the great alliance of the United Kingdom, the Soviet Union, and the United States.&#10;&#10;Designed for 2&ndash;5 players, the game is set in 1941: The Axis has great momentum and is expanding its conquests in both Europe and Asia.&#10;&#10;Controlling one of the Axis or Allied powers, you will command both your country&rsquo;s military forces and its war-time economy. Show that you are a brilliant military strategist by planning your attacks, marshaling your forces into embattled territories, and resolving the conflicts.Victory goes to the side that conquers its opponents on the field of battle and liberates or occupies the greatest cities of the world. Change the course of history in a few short hours!&#10;&#10;";5;180;12;2;60;Axis & Allies 1941;180;2012;Jim Butcher (II);Wargame,World War II;Larry Harris, Jr.;Axis & Allies;Area Control / Area Influence,Area Movement,Dice Rolling,Partnerships;Wizards of the Coast;6.4231;516;axis & allies 1941;6;0.0;0.0;3.033333333333333;0;0.2;oBH7JhSkGV;True;6;5.0;180.0;12.0;2.0;120.0;Axis & Allies 1941;15;2-5;15;120-180;23.99;29.95;30.95;23.05;350;2012.0;axis & allies 1941
726;7795;123260;"Plan, build, and develop a small town into a major metropolis. Use hex-shaped building tiles to add residential, commercial, civic, and industrial areas, as well as special points of interest that provide benefits and take advantage of the resources of nearby towns. Your goal is to have your borough thrive and end up with a greater population than any of your opponents.&#10;&#10;Suburbia is a tile-laying game in which each player tries to build up an economic engine and infrastructure that will be initially self-sufficient, and eventually become both profitable and encourage population growth. As your town grows, you'll modify both your income and your reputation. As your income increases, you'll have more cash on hand to purchase better and more valuable buildings, such as an international airport or a high rise office building. As your reputation increases, you'll gain more and more population (and the winner at the end of the game is the player with the largest population).&#10;&#10;During each game, players compete for several unique goals that offer an additional population boost &ndash; and the buildings available in each game vary, so you'll never play the same game twice!&#10;&#10;";4;90;8;1;90;Suburbia;90;2012;Ted Alspach,Klemens Franz,Ollin Timm;City Building,Economic;Ted Alspach;Mensa Select,Solitaire Games,Suburbia;Card Drafting,Set Collection,Tile Placement;Bézier Games, Inc.,Arclight,Cosmodrome Games,Lookout Games,Planszoweczka.pl,uplay.it edizioni,Ystari Games;7.64467;14757;suburbia;10;0.0;0.0;3.6317560462670873;0;0.33;fxxi8zX7L9;False;0;4.0;105.0;8.0;1.0;90.0;Suburbia;317;1-4;1426;90-105;39.95;91.95;62.95;41.95;3553;2012.0;suburbia
727;7801;123540;"In Tokaido, each player is a traveler crossing the &quot;East sea road&quot;, one of the most magnificent roads of Japan. While traveling, you will meet people, taste fine meals, collect beautiful items, discover great panoramas, and visit temples and wild places but at the end of the day, when everyone has arrived at the end of the road you'll have to be the most initiated traveler &ndash; which means that you'll have to be the one who discovered the most interesting and varied things.&#10;&#10;The potential action spaces in Tokaido are laid out on a linear track, with players advancing down this track to take actions.  The player who is currently last on the track takes a turn by advancing forward on the track to their desired action and taking that action.  So, players must choose whether to advance slowly in order to get more turns, or to travel more rapidly to beat other players to their desired action spaces.&#10;&#10;The action spaces allow a variety of actions that will score in different, but roughly equal, ways.  Some action spaces allow players to collect money, while others offer players a way to spend that money to acquire points.  Other action spaces allow players to engage in various set collections that score points for assembling those sets.  Some action spaces simply award players points for stopping on them, or give the player a randomly determined action from all of the other types.&#10;&#10;All of the actions in Tokaido are very simple, and combined with a unique graphic design, Tokaido offers players a peaceful zen mood in its play.&#10;&#10;";5;45;8;2;45;Tokaido;45;2012;Xavier Gueniffey Durin;Travel;Antoine Bauza;Asian Theme,Country: Japan,Food / Cooking,Tokaido,Visual Arts: Painting;Point to Point Movement,Set Collection,Time Track,Variable Player Powers;Asterion Press,Bergsala Enigma,Devir,Funforge,Galápagos Jogos,hobbity.eu,Hobby World,Jolly Thinkers,MINDOK,Passport Game Studios,Pendragon Game Studio;7.08426;10416;tokaido;3;2.0;2.0;3.139774919614148;0;0.2;M8JSS7lEFH;False;52;5.0;45.0;8.0;2.0;30.0;Tokaido;311;2-5;1422;30-45;31.99;56.95;43.95;0.0;3883;2012.0;tokaido
728;7802;123570;"The game consists of an &quot;arena&quot; (the game box with an insert) and lots of dice. The goal is to be the last player who still has dice. At the beginning, one die is in the arena. The active player throws another die into the arena. If both dice now show the same number, the player must take them out and end the turn. If not, the player can decide to throw in another die (possibly trying to overturn other dice) or end his/her turn. A die which shows the X face is removed from the game, as is any die which falls out of the arena. A player who holds no more dice is eliminated from the game. The last player who still has dice is the winner.&#10;&#10;";5;15;8;2;15;Strike;15;2012;Franz Vohwinkel;Action / Dexterity,Dice;Dieter Nüßle;Ravensburger Einfach Spielen;Dice Rolling,Press Your Luck;Ravensburger Spieleverlag GmbH,Super-Pauli;6.68038;717;strike;84;1.0;1.0;3.475714285714285;0;0.2;mG1CLOG3TM;False;11;5.0;15.0;8.0;2.0;15.0;Strike;35;2-5;1277;15;19.99;31.95;22.95;0.0;539;2012.0;strike
729;7807;123635;"Venture forth and do battle with your foes while trying not to contract the plague at the same time in this fast-paced trick taking card game. PLAGUE: The Card Game combines elements from classic trick-taking games like Spades and Black Maria and infuses rock-paper-scissors and a unique victory point scoring system that will have you both scratching your head and licking your lips.&#10;&#10;The game takes place in a low-fantasy world much like Europe during the Dark Ages in which three major kingdoms are at war. These kingdoms are based loosely on real ones from that time period &ndash; but the war is the least of their concerns as a perilous and relentless plague is speading across the world. Now the kingdoms are being wiped out from all sides.&#10;&#10;The players must protect their lands in battle to try to keep the plague at bay. You supply the bodies &ndash; let PLAGUE supply the fun!&#10;&#10;";6;20;12;2;20;PLAGUE: The Card Game;20;2012;Jason Glover;Card Game,Medieval;Jason Glover;Crowdfunding: Kickstarter;Trick-taking;The Game Crafter, LLC,Grey Gnome Games;6.38312;77;plague: the card game;5;0.0;0.0;0.0;0;0.0;F9hWgEcWTI;False;0;6.0;20.0;12.0;2.0;20.0;PLAGUE: The Card Game;0;2-6;7;20;0.0;0.0;0.0;0.0;59;2012.0;plague: the card game
730;7815;124052;"The Cinque Terre are five coastal villages in the Liguria region of Italy known for their beauty, culture, food, and proximity to one another. Produce carts are commonly found in each village marketplace.&#10;&#10;In Cinque Terre, a game of strategy, players compete to sell the most valuable produce in the five villages. Players act as farmers and operate a cart in which they will harvest produce and deliver them to the five villages to sell. Additionally, players will compete for Produce Order cards, which reward Lira points for selling desirable produce in specific villages. Players track sold produce in each village using their Fulfillment Cards. The winner is the player who gains the most Lire by selling valuable produce, gaining popularity in the villages, and fulfilling Produce Orders.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Game Set Up and Play&#10;&#10;During setup in Cinque Terre, colored dice are randomly pulled from a cloth bag and rolled to establish the prices each village will pay for select produce. Each player also begins play with a private order only she can fulfill. Five public orders are turned up that all players can work on, though only the first player to fulfill each public order will score points for it. The Most Popular Vendor cards (1 for each village) are placed face up along one side of the board. The first player to fill an entire row with produce cubes for a particular village earns the Most Popular Vendor card for that village, which provides bonus points. Four Produce cards are turned face up and each player receives 4 to begin with along with a Fulfillment board and Produce Truck in their color.&#10;&#10;On your turn, you can perform 3 actions in any order or combination you choose:&#10;&#10;&#10;     Take a Produce Card - either a faceup card or one from the deck.&#10;     Move your Produce Cart up four spaces clockwise around the board.&#10;     Harvest produce from the location your cart is currently at. Each produce cube you wish to harvest requires a matching card. Two identical cards can be used in place of any one other card. Your cart can hold up to 4 produce cubes at a time.&#10;     Deliver produce to a village. Unload the produce cubes you wish to deliver and place them in the appropriate spaces for that village on your fulfillment card.&#10;&#10;&#10;At the end of your turn, if you complete a public order or achieve Most Popular Vendor, take the appropriate card, scoring the points indicated. You can only complete one public order per turn. When you complete a public order, you must draw a new card from the Order Deck. If you would like to keep that card as a private order, add it to your hand and draw another and place it face up to replace the public order just completed. If you do not wish to keep the card you drew as a private order, place it face up instead. Any private orders not fultilled by game end count as negative points against you.&#10;&#10;Players take turns taking their 3 actions until one player has completed 5 public orders (Most Popular Vendor Cards also count as public orders for determining game end), then everyone gets one more turn, including the player who caused the game to end.&#10;&#10;";5;60;13;2;60;Cinque Terre;60;2013;Martin Hoffmann,Claus Stephan,Mirko Suzuki;Farming,Transportation;Chris Handy;Country: Italy;Action Point Allowance System,Pick-up and Deliver,Set Collection;Rio Grande Games;7.06721;958;cinque terre;26;0.0;0.0;3.602941176470588;0;0.0;fs20t12ruG;False;0;5.0;60.0;13.0;2.0;60.0;Cinque Terre;34;2-5;194;60;0.0;0.0;0.0;0.0;498;2013.0;cinque terre
731;7817;124290;"Game description from the publisher:&#10;&#10;In Open Sesame, a.k.a. Ali, players re-enact the story of &quot;Ali Baba &amp; the Forty Thieves&quot; &ndash; but as a push-your-luck memory game.&#10;&#10;Each round, one player takes the role of Ali while the other players are all thieves. These thieves must repeat, in turn and without error, an ever-growing list of objects &ndash; these objects being the treasures that Ali Baba covets and wants to steal. The question for Ali is whether to stop or not before he covets too much and ends up stuck in the cave, with the treasures falling into the hands of the thieves.&#10;&#10;Variant rules allow for only two to play Open Sesame.&#10;&#10;";5;15;10;3;15;Open Sesame;15;2012;Stéphane Poinsot;Arabian,Memory;Antoine Bauza,Corentin Lebrat;;Memory,Press Your Luck;IDW Games,Libellud,Pandasaurus Games;6.16599;137;open sesame;7;0.0;0.0;3.0;0;0.4;pSMn5H9REa;True;0;5.0;20.0;10.0;3.0;20.0;Open Sesame;2;3-5;5;20;12.0;0.0;14.35;0.0;57;2012.0;open sesame
732;7819;124361;"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor &mdash; all to gain the chance to emerge victorious!&#10;&#10;Concordia is a peaceful strategy game of economic development in Roman times for 2-5 players aged 13 and up. Instead of looking to the luck of dice or cards, players must rely on their strategic abilities. Be sure to watch your rivals to determine which goals they are pursuing and where you can outpace them! In the game, colonists are sent out from Rome to settle down in cities that produce bricks, food, tools, wine, and cloth. Each player starts with an identical set of playing cards and acquires more cards during the game. These cards serve two purposes:&#10;&#10;&#10;    They allow a player to choose actions during the game.&#10;    They are worth victory points (VPs) at the end of the game. &#10;&#10;&#10;Concordia is a strategy game that requires advance planning and consideration of your opponent's moves. Every game is different, not only because of the sequence of new cards on sale but also due to the modular layout of cities. (One side of the game board shows the entire Roman Empire with 30 cities for 3-5 players, while the other shows Roman Italy with 25 cities for 2-4 players.) When all cards have been sold, the game ends. The player with the most VPs from the gods (Jupiter, Saturnus, Mercurius, Minerva, Vesta, etc.) wins the game.&#10;&#10;";5;100;13;2;100;Concordia;100;2013;Marina Fahrenbach,Mac Gerdts;Ancient,Economic,Nautical;Mac Gerdts;Ancient Rome,Concordia;Card Drafting,Deck / Pool Building,Hand Management,Point to Point Movement;PD-Verlag,999 Games,Cranio Creations,Ediciones MasQueOca,Egmont Polska,Heidelberger Spieleverlag,New Games Order, LLC,Rio Grande Games,Ystari Games;7.979039999999999;9947;concordia;2;2.6;3.4;4.104965034965037;0;0.3;FCuXPSfhDR;False;0;5.0;120.0;13.0;2.0;90.0;Concordia;429;2-5;2434;90-120;45.47;84.19;53.95;49.99;7571;2013.0;concordia
